stationName,lineName,dt,statusN,statusS,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,cond,precipMM,humidity,visibility,pressure,cloudcover,heatIndexC,heatIndexF,dewPointC,dewPointF,windChillC,windChillF,windGustMiles,windGustKmph,feelsLikeC,feelsLikeF
Taft Ave.,EDSA,9/1/2015 8:15,0.5,1,0.525,0.548611111,0.107142857,0.090909091,0.85694051,0.894736842,0,0.677536232,1,0.689655172,0.19,0.637931034,0.627358491,0.846153846,0.81,0.525,0.548611111,0.0625,0.065972222,0.637931034,0.627358491
Taft Ave.,EDSA,9/1/2015 8:30,0.5,1,0.55,0.569444444,0.107142857,0.090909091,0.852691218,0.894736842,0,0.65942029,1,0.689655172,0.19,0.655172414,0.650943396,0.846153846,0.82,0.55,0.569444444,0.056818182,0.0625,0.655172414,0.650943396
Taft Ave.,EDSA,9/1/2015 8:45,0.5,1,0.575,0.590277778,0.107142857,0.090909091,0.848441926,0.894736842,0,0.641304348,1,0.689655172,0.19,0.672413793,0.674528302,0.846153846,0.83,0.575,0.590277778,0.051136364,0.059027778,0.672413793,0.674528302
Taft Ave.,EDSA,9/1/2015 9:00,0.5,1,0.6,0.611111111,0.107142857,0.090909091,0.844192635,0.894736842,0,0.623188406,1,0.689655172,0.19,0.689655172,0.698113208,0.846153846,0.84,0.6,0.611111111,0.045454545,0.055555556,0.689655172,0.698113208
Taft Ave.,EDSA,9/1/2015 9:15,0.5,1,0.6125,0.625,0.107142857,0.090909091,0.837110482,0.894736842,0.000793651,0.605072464,1,0.689655172,0.2025,0.698275862,0.70754717,0.846153846,0.83,0.6125,0.625,0.051136364,0.059027778,0.698275862,0.70754717
Taft Ave.,EDSA,9/1/2015 9:30,0.5,1,0.625,0.638888889,0.107142857,0.090909091,0.830028329,0.894736842,0.001587302,0.586956522,1,0.689655172,0.215,0.706896552,0.716981132,0.846153846,0.82,0.625,0.638888889,0.056818182,0.0625,0.706896552,0.716981132
Taft Ave.,EDSA,9/1/2015 9:45,0.5,1,0.6375,0.652777778,0.107142857,0.090909091,0.822946176,0.894736842,0.002380952,0.56884058,1,0.689655172,0.2275,0.715517241,0.726415094,0.846153846,0.81,0.6375,0.652777778,0.0625,0.065972222,0.715517241,0.726415094
Taft Ave.,EDSA,9/1/2015 10:00,0.5,1,0.65,0.666666667,0.107142857,0.090909091,0.815864023,0.894736842,0.003174603,0.550724638,1,0.689655172,0.24,0.724137931,0.735849057,0.846153846,0.8,0.65,0.666666667,0.068181818,0.069444444,0.724137931,0.735849057
Taft Ave.,EDSA,9/1/2015 10:15,0.5,1,0.6625,0.673611111,0.116071429,0.096590909,0.80878187,0.894736842,0.003174603,0.532608696,1,0.689655172,0.255,0.732758621,0.745283019,0.826923077,0.79,0.6625,0.673611111,0.068181818,0.072916667,0.732758621,0.745283019
Taft Ave.,EDSA,9/1/2015 10:30,0.5,1,0.675,0.680555556,0.125,0.102272727,0.801699717,0.894736842,0.003174603,0.514492754,1,0.689655172,0.27,0.74137931,0.754716981,0.807692308,0.78,0.675,0.680555556,0.068181818,0.076388889,0.74137931,0.754716981
Taft Ave.,EDSA,9/1/2015 10:45,0.5,1,0.6875,0.6875,0.133928571,0.107954545,0.794617564,0.894736842,0.003174603,0.496376812,1,0.689655172,0.285,0.75,0.764150943,0.788461538,0.77,0.6875,0.6875,0.068181818,0.079861111,0.75,0.764150943
Taft Ave.,EDSA,9/1/2015 11:00,0.5,1,0.7,0.694444444,0.142857143,0.113636364,0.787535411,0.894736842,0.003174603,0.47826087,1,0.689655172,0.3,0.75862069,0.773584906,0.769230769,0.76,0.7,0.694444444,0.068181818,0.083333333,0.75862069,0.773584906
Taft Ave.,EDSA,9/1/2015 11:15,0.5,1,0.7125,0.708333333,0.142857143,0.113636364,0.781161473,0.894736842,0.003968254,0.460144928,1,0.689655172,0.3125,0.767241379,0.778301887,0.769230769,0.76,0.7125,0.708333333,0.073863636,0.086805556,0.767241379,0.778301887
Taft Ave.,EDSA,9/1/2015 11:30,0.5,1,0.725,0.722222222,0.142857143,0.113636364,0.774787535,0.894736842,0.004761905,0.442028986,1,0.689655172,0.325,0.775862069,0.783018868,0.769230769,0.76,0.725,0.722222222,0.079545455,0.090277778,0.775862069,0.783018868
Taft Ave.,EDSA,9/1/2015 11:45,0.5,1,0.7375,0.736111111,0.142857143,0.113636364,0.768413598,0.894736842,0.005555556,0.423913043,1,0.689655172,0.3375,0.784482759,0.787735849,0.769230769,0.76,0.7375,0.736111111,0.085227273,0.09375,0.784482759,0.787735849
Taft Ave.,EDSA,9/1/2015 12:00,0.5,1,0.75,0.75,0.142857143,0.113636364,0.76203966,0.894736842,0.006349206,0.405797101,1,0.689655172,0.35,0.793103448,0.79245283,0.769230769,0.76,0.75,0.75,0.090909091,0.097222222,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 12:15,0.5,1,0.7375,0.75,0.142857143,0.119318182,0.758498584,0.894736842,0.007936508,0.40942029,1,0.689655172,0.3725,0.793103448,0.79245283,0.769230769,0.76,0.7375,0.75,0.090909091,0.097222222,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 12:30,0.5,1,0.725,0.75,0.142857143,0.125,0.754957507,0.894736842,0.00952381,0.413043478,1,0.689655172,0.395,0.793103448,0.79245283,0.769230769,0.76,0.725,0.75,0.090909091,0.097222222,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 12:45,0.5,1,0.7125,0.75,0.142857143,0.130681818,0.751416431,0.894736842,0.011111111,0.416666667,1,0.689655172,0.4175,0.793103448,0.79245283,0.769230769,0.76,0.7125,0.75,0.090909091,0.097222222,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 13:00,0.5,1,0.7,0.75,0.142857143,0.136363636,0.747875354,0.894736842,0.012698413,0.420289855,1,0.689655172,0.44,0.793103448,0.79245283,0.769230769,0.76,0.7,0.75,0.090909091,0.097222222,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 13:15,0.5,1,0.7,0.75,0.142857143,0.136363636,0.745042493,0.75,0.013492063,0.423913043,1,0.681034483,0.4625,0.793103448,0.79245283,0.769230769,0.76,0.7,0.75,0.096590909,0.100694444,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 13:30,0.5,1,0.7,0.75,0.142857143,0.136363636,0.742209632,0.605263158,0.014285714,0.427536232,1,0.672413793,0.485,0.793103448,0.79245283,0.769230769,0.76,0.7,0.75,0.102272727,0.104166667,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 13:45,0.5,1,0.7,0.75,0.142857143,0.136363636,0.739376771,0.460526316,0.015079365,0.43115942,1,0.663793103,0.5075,0.793103448,0.79245283,0.769230769,0.76,0.7,0.75,0.107954545,0.107638889,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 14:00,0.5,1,0.7,0.75,0.142857143,0.136363636,0.736543909,0.315789474,0.015873016,0.434782609,1,0.655172414,0.53,0.793103448,0.79245283,0.769230769,0.76,0.7,0.75,0.113636364,0.111111111,0.793103448,0.79245283
Taft Ave.,EDSA,9/1/2015 14:15,0.5,1,0.7,0.743055556,0.151785714,0.142045455,0.733711048,0.315789474,0.017460317,0.442028986,1,0.655172414,0.5525,0.793103448,0.797169811,0.769230769,0.77,0.7,0.743055556,0.113636364,0.114583333,0.793103448,0.797169811
Taft Ave.,EDSA,9/1/2015 14:30,0.5,1,0.7,0.736111111,0.160714286,0.147727273,0.730878187,0.315789474,0.019047619,0.449275362,1,0.655172414,0.575,0.793103448,0.801886792,0.769230769,0.78,0.7,0.736111111,0.113636364,0.118055556,0.793103448,0.801886792
Taft Ave.,EDSA,9/1/2015 14:45,0.5,1,0.7,0.729166667,0.169642857,0.153409091,0.728045326,0.315789474,0.020634921,0.456521739,1,0.655172414,0.5975,0.793103448,0.806603774,0.769230769,0.79,0.7,0.729166667,0.113636364,0.121527778,0.793103448,0.806603774
Taft Ave.,EDSA,9/1/2015 15:00,0.5,1,0.7,0.722222222,0.178571429,0.159090909,0.725212465,0.315789474,0.022222222,0.463768116,1,0.655172414,0.62,0.793103448,0.811320755,0.769230769,0.8,0.7,0.722222222,0.113636364,0.125,0.793103448,0.811320755
Taft Ave.,EDSA,9/1/2015 15:15,0.5,1,0.6875,0.708333333,0.178571429,0.159090909,0.722379603,0.315789474,0.023015873,0.481884058,1,0.655172414,0.6275,0.784482759,0.797169811,0.769230769,0.8,0.6875,0.708333333,0.113636364,0.125,0.784482759,0.797169811
Taft Ave.,EDSA,9/1/2015 15:30,0.5,1,0.675,0.694444444,0.178571429,0.159090909,0.719546742,0.315789474,0.023809524,0.5,1,0.655172414,0.635,0.775862069,0.783018868,0.769230769,0.8,0.675,0.694444444,0.113636364,0.125,0.775862069,0.783018868
Taft Ave.,EDSA,9/1/2015 15:45,0.5,1,0.6625,0.680555556,0.178571429,0.159090909,0.716713881,0.315789474,0.024603175,0.518115942,1,0.655172414,0.6425,0.767241379,0.768867925,0.769230769,0.8,0.6625,0.680555556,0.113636364,0.125,0.767241379,0.768867925
Taft Ave.,EDSA,9/1/2015 16:00,0.5,1,0.65,0.666666667,0.178571429,0.159090909,0.71388102,0.315789474,0.025396825,0.536231884,1,0.655172414,0.65,0.75862069,0.754716981,0.769230769,0.8,0.65,0.666666667,0.113636364,0.125,0.75862069,0.754716981
Taft Ave.,EDSA,9/1/2015 16:15,0.5,1,0.6375,0.659722222,0.178571429,0.159090909,0.711756374,0.315789474,0.026190476,0.554347826,1,0.655172414,0.655,0.74137931,0.740566038,0.788461538,0.8,0.6375,0.659722222,0.119318182,0.128472222,0.74137931,0.740566038
Taft Ave.,EDSA,9/1/2015 16:30,0.5,1,0.625,0.652777778,0.178571429,0.159090909,0.709631728,0.315789474,0.026984127,0.572463768,1,0.655172414,0.66,0.724137931,0.726415094,0.807692308,0.8,0.625,0.652777778,0.125,0.131944444,0.724137931,0.726415094
Taft Ave.,EDSA,9/1/2015 16:45,0.5,1,0.6125,0.645833333,0.178571429,0.159090909,0.707507082,0.315789474,0.027777778,0.59057971,1,0.655172414,0.665,0.706896552,0.712264151,0.826923077,0.8,0.6125,0.645833333,0.130681818,0.135416667,0.706896552,0.712264151
Taft Ave.,EDSA,9/1/2015 17:00,0.5,1,0.6,0.638888889,0.178571429,0.159090909,0.705382436,0.315789474,0.028571429,0.608695652,1,0.655172414,0.67,0.689655172,0.698113208,0.846153846,0.8,0.6,0.638888889,0.136363636,0.138888889,0.689655172,0.698113208
Taft Ave.,EDSA,9/1/2015 17:15,0.5,1,0.5875,0.625,0.178571429,0.159090909,0.70325779,0.315789474,0.03015873,0.630434783,1,0.655172414,0.6775,0.672413793,0.683962264,0.846153846,0.8,0.5875,0.625,0.136363636,0.142361111,0.672413793,0.683962264
Taft Ave.,EDSA,9/1/2015 17:30,0.5,1,0.575,0.611111111,0.178571429,0.159090909,0.701133144,0.315789474,0.031746032,0.652173913,1,0.655172414,0.685,0.655172414,0.669811321,0.846153846,0.8,0.575,0.611111111,0.136363636,0.145833333,0.655172414,0.669811321
Taft Ave.,EDSA,9/1/2015 17:45,0.5,1,0.5625,0.597222222,0.178571429,0.159090909,0.699008499,0.315789474,0.033333333,0.673913043,1,0.655172414,0.6925,0.637931034,0.655660377,0.846153846,0.8,0.5625,0.597222222,0.136363636,0.149305556,0.637931034,0.655660377
Taft Ave.,EDSA,9/1/2015 18:00,0.5,1,0.55,0.583333333,0.178571429,0.159090909,0.696883853,0.315789474,0.034920635,0.695652174,1,0.655172414,0.7,0.620689655,0.641509434,0.846153846,0.8,0.55,0.583333333,0.136363636,0.152777778,0.620689655,0.641509434
Taft Ave.,EDSA,9/1/2015 18:15,0.5,1,0.5375,0.569444444,0.169642857,0.153409091,0.69121813,0.315789474,0.033333333,0.706521739,1,0.663793103,0.69,0.603448276,0.622641509,0.826923077,0.79,0.5375,0.569444444,0.136363636,0.149305556,0.603448276,0.622641509
Taft Ave.,EDSA,9/1/2015 18:30,0.5,1,0.525,0.555555556,0.160714286,0.147727273,0.685552408,0.315789474,0.031746032,0.717391304,1,0.672413793,0.68,0.586206897,0.603773585,0.807692308,0.78,0.525,0.555555556,0.136363636,0.145833333,0.586206897,0.603773585
Taft Ave.,EDSA,9/1/2015 18:45,0.5,1,0.5125,0.541666667,0.151785714,0.142045455,0.679886686,0.315789474,0.03015873,0.72826087,1,0.681034483,0.67,0.568965517,0.58490566,0.788461538,0.77,0.5125,0.541666667,0.136363636,0.142361111,0.568965517,0.58490566
Taft Ave.,EDSA,9/1/2015 19:00,0.5,1,0.5,0.527777778,0.142857143,0.136363636,0.674220963,0.315789474,0.028571429,0.739130435,1,0.689655172,0.66,0.551724138,0.566037736,0.769230769,0.76,0.5,0.527777778,0.136363636,0.138888889,0.551724138,0.566037736
Taft Ave.,EDSA,9/1/2015 19:15,0.5,1,0.4875,0.513888889,0.142857143,0.130681818,0.667847025,0.315789474,0.026984127,0.75,1,0.689655172,0.6525,0.534482759,0.551886792,0.769230769,0.76,0.4875,0.513888889,0.130681818,0.135416667,0.534482759,0.551886792
Taft Ave.,EDSA,9/1/2015 19:30,0.5,1,0.475,0.5,0.142857143,0.125,0.661473088,0.315789474,0.025396825,0.760869565,1,0.689655172,0.645,0.517241379,0.537735849,0.769230769,0.76,0.475,0.5,0.125,0.131944444,0.517241379,0.537735849
Taft Ave.,EDSA,9/1/2015 19:45,0.5,1,0.4625,0.486111111,0.142857143,0.119318182,0.65509915,0.315789474,0.023809524,0.77173913,1,0.689655172,0.6375,0.5,0.523584906,0.769230769,0.76,0.4625,0.486111111,0.119318182,0.128472222,0.5,0.523584906
Taft Ave.,EDSA,9/1/2015 20:00,0.5,1,0.45,0.472222222,0.142857143,0.113636364,0.648725212,0.315789474,0.022222222,0.782608696,1,0.689655172,0.63,0.482758621,0.509433962,0.769230769,0.76,0.45,0.472222222,0.113636364,0.125,0.482758621,0.509433962
Taft Ave.,EDSA,9/1/2015 20:15,0.5,1,0.4375,0.465277778,0.133928571,0.107954545,0.64305949,0.315789474,0.020634921,0.797101449,1,0.698275862,0.6225,0.465517241,0.490566038,0.75,0.75,0.4375,0.465277778,0.107954545,0.121527778,0.465517241,0.490566038
Taft Ave.,EDSA,9/1/2015 20:30,0.5,1,0.425,0.458333333,0.125,0.102272727,0.637393768,0.315789474,0.019047619,0.811594203,1,0.706896552,0.615,0.448275862,0.471698113,0.730769231,0.74,0.425,0.458333333,0.102272727,0.118055556,0.448275862,0.471698113
Taft Ave.,EDSA,9/1/2015 20:45,0.5,1,0.4125,0.451388889,0.116071429,0.096590909,0.631728045,0.315789474,0.017460317,0.826086957,1,0.715517241,0.6075,0.431034483,0.452830189,0.711538462,0.73,0.4125,0.451388889,0.096590909,0.114583333,0.431034483,0.452830189
Taft Ave.,EDSA,9/1/2015 21:00,0.5,1,0.4,0.444444444,0.107142857,0.090909091,0.626062323,0.315789474,0.015873016,0.84057971,1,0.724137931,0.6,0.413793103,0.433962264,0.692307692,0.72,0.4,0.444444444,0.090909091,0.111111111,0.413793103,0.433962264
Taft Ave.,EDSA,9/1/2015 21:15,0.5,1,0.4,0.430555556,0.107142857,0.085227273,0.603399433,0.315789474,0.015079365,0.844202899,1,0.724137931,0.58,0.405172414,0.424528302,0.692307692,0.72,0.4,0.430555556,0.085227273,0.104166667,0.405172414,0.424528302
Taft Ave.,EDSA,9/1/2015 21:30,0.5,1,0.4,0.416666667,0.107142857,0.079545455,0.580736544,0.315789474,0.014285714,0.847826087,1,0.724137931,0.56,0.396551724,0.41509434,0.692307692,0.72,0.4,0.416666667,0.079545455,0.097222222,0.396551724,0.41509434
Taft Ave.,EDSA,9/1/2015 21:45,0.5,0.5,0.4,0.402777778,0.107142857,0.073863636,0.558073654,0.315789474,0.013492063,0.851449275,1,0.724137931,0.54,0.387931034,0.405660377,0.692307692,0.72,0.4,0.402777778,0.073863636,0.090277778,0.387931034,0.405660377
Taft Ave.,EDSA,9/1/2015 22:00,0.5,0.5,0.4,0.388888889,0.107142857,0.068181818,0.535410765,0.315789474,0.012698413,0.855072464,1,0.724137931,0.52,0.379310345,0.396226415,0.692307692,0.72,0.4,0.388888889,0.068181818,0.083333333,0.379310345,0.396226415
Taft Ave.,EDSA,9/1/2015 22:15,0.5,0.5,0.3875,0.381944444,0.098214286,0.0625,0.513456091,0.394736842,0.011111111,0.858695652,1,0.724137931,0.5,0.379310345,0.391509434,0.692307692,0.72,0.3875,0.381944444,0.0625,0.079861111,0.379310345,0.391509434
Taft Ave.,EDSA,9/1/2015 22:30,0.5,0.5,0.375,0.375,0.089285714,0.056818182,0.491501416,0.473684211,0.00952381,0.862318841,1,0.724137931,0.48,0.379310345,0.386792453,0.692307692,0.72,0.375,0.375,0.056818182,0.076388889,0.379310345,0.386792453
Taft Ave.,EDSA,9/1/2015 22:45,0.5,0.5,0.3625,0.368055556,0.080357143,0.051136364,0.469546742,0.552631579,0.007936508,0.865942029,1,0.724137931,0.46,0.379310345,0.382075472,0.692307692,0.72,0.3625,0.368055556,0.051136364,0.072916667,0.379310345,0.382075472
Taft Ave.,EDSA,9/1/2015 23:00,0.5,0.5,0.35,0.361111111,0.071428571,0.045454545,0.447592068,0.631578947,0.006349206,0.869565217,1,0.724137931,0.44,0.379310345,0.377358491,0.692307692,0.72,0.35,0.361111111,0.045454545,0.069444444,0.379310345,0.377358491
Taft Ave.,EDSA,9/1/2015 23:15,0.5,0.5,0.3375,0.347222222,0.0625,0.039772727,0.424929178,0.631578947,0.004761905,0.873188406,1,0.724137931,0.42,0.370689655,0.367924528,0.692307692,0.72,0.3375,0.347222222,0.039772727,0.0625,0.370689655,0.367924528
Taft Ave.,EDSA,9/1/2015 23:30,0.5,0.5,0.325,0.333333333,0.053571429,0.034090909,0.402266289,0.631578947,0.003174603,0.876811594,1,0.724137931,0.4,0.362068966,0.358490566,0.692307692,0.72,0.325,0.333333333,0.034090909,0.055555556,0.362068966,0.358490566
Taft Ave.,EDSA,9/1/2015 23:45,0,0.5,0.3125,0.319444444,0.044642857,0.028409091,0.379603399,0.631578947,0.001587302,0.880434783,1,0.724137931,0.38,0.353448276,0.349056604,0.692307692,0.72,0.3125,0.319444444,0.028409091,0.048611111,0.353448276,0.349056604
